MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"HD  13959B" "" "BD+05   307B|** A 2013B|ADS  1729 B|CCDM J02159+0638B|CSI+05   307  3|GJ  9076 B|GJ    91.1 B|HD  13959B|IDS 02106+0610 B|TYC   44-1047-1|WDS J02159+0638B" "" "" "HD 13959B" "02 15 53.375" "+06 37 34.91" "High proper-motion Star" "" "" "" 9.6899995803833 "" "" ""
"HD  14039" "" "G 220-7|AG+56  262|ASCC  169020|BD+55   570|Ci 18  294|GC  2758|GCRV  1276|GEN# +1.00014039|GJ  9077|GJ    92.1|HD  14039|LSPM J0218+5633|LTT 10778|2MASS J02182458+5633358|NLTT  7550|PLX  466|PLX  466.00|PPM  27398|SAO  23159|TYC 3694-2544-1|UBV M   8845|USNO-B1.0 1465-00078936|WEB  2267|YZC 27  2069|YZ  56  2069" "" "" "HD 14039" "02 18 24.602" "+56 33 35.72" "High proper-motion Star" K1V 47.000 0.0000110 8.270000457763672 "" "" ""
"LHS  1383" "" "LHS  1383|Cl* Melotte   25    EGG      14|CSI+44-02150|G 173-51|G 134-24|GJ    92.2|GJ  9078|LFT  201|L 1592-1|LP  196-46|LSPM J0218+4416|LTT 10779|2MASS J02181266+4416120|NLTT  7559|PLX  470|PLX  470.00|PM J02182+4416|PM 02150+4402|UCAC4 672-011361|USNO-B1.0 1342-00043703|[LE36]  4|[RHG95]   414" "" "" "" "02 18 12.67" "+44 16 12.1" "High proper-motion Star" M1V 44.400 0.0001430 13.281000137329102 40.0000 pc ST-L
"HD  14680" "" "LHS  1391|CD-31   943|Ci 20  168|CPC 17   842|CPD-31   273|Gaia DR1 5067692557488624256|GCRV 52941|GEN# +1.00014680|GJ  9079|HD  14680|HIC  10977|HIP  10977|LFT  211|LPM 119|LTT  1194|2MASS J02212395-3056011|NLTT  7771|PLX  484|PLX  484.00|PM 02192-3110|PPM 277873|RAVE J022123.9-305601|SAO 193659|TYC 7007-1746-1|UBV    2456|UBV M   8902|UGP  34|USNO-B1.0 0590-00023640|uvby98 100014680|WEB  2307" "" "" "HD 14680" "02 21 23.9952" "-30 56 01.102" "High proper-motion Star" K2+V 32.650 0.0001740 8.819999694824219 4275.0000 kpc ST-L
"* del Hyi" "" "* del Hyi|CPC 21.1   339|CPD-69   113|FK5 1065|GC  2872|GCRV  1351|GEN# +1.00015008|GJ  9080|GJ    97.1|GSC 09144-01688|HD  15008|HIC  11001|HIP  11001|HR   705|IRAS 02208-6853|JP11   648|2MASS J02214494-6839338|N30  485|PLX  492|PLX  492.00|PPM 352886|SAO 248545|SKY#  3489|TD1  1411|TYC 9144-1688-1|UBV    2490|UBV M   8942|uvby98 100015008|WEB  2313" "" "" "HD 15008" "02 21 44.9428" "-68 39 33.903" "High proper-motion Star" A2V 23.350 0.0000200 4.090000152587891 "" "" ""
"BD+28   413" "" "BD+28   413|ASCC  653988|Gaia DR1 130938262772052864|GCRV 52998|GEN# +0.02800413|GJ  9081|GSC 01778-00038|HIC  11317|HIP  11317|LSPM J0225+2845|2MASS J02254015+2845582|MCC 391|PLX  491.01|SBC9 1874|TYC 1778-38-1|UBV    2487|UBV M   1690|UCAC2  41830188|USNO-B1.0 1187-00030755|VVO  46|WEB  2364" "" "" "" "02 25 40.1783" "+28 45 58.048" "Spectroscopic binary" K8V 29.620 0.0000030 9.050000190734863 "" "" ""
"HD  15096" "" "HD  15096|AG+05  257|AGKR  2125|ASCC 1005189|BD+05   336|Ci 18  315|GC  2927|GEN# +1.00015096|G  75-11|G  73-57|GJ  9082|GSC 00045-00995|HIC  11349|HIP  11349|LSPM J0226+0546|LTT 10816|2MASS J02260178+0546472|NLTT  7981|PLX  492.1|PLX  492.10|PMC 90-93  1817|PPM 145585|SAO 110531|SBC9 2312|SKY#  3610|Tou  392|TYC   45-995-1|UBV M   8945|USNO-B1.0 0957-00024407|uvby98 100015096|YZC 20   676|YZC 22   906|YZ   0  1975|YZ   5   906" "" "" "HD 15096" "02 26 01.7563" "+05 46 46.663" "Spectroscopic binary" G5 32.060 -0.0000330 7.922999858856201 "" "" ""
"HD  15694" "" "HD  15694|AG+02  246|BD+01   438|FK5 2173|GC  3029|GCRV  1425|GEN# +1.00015694|GJ  9083|GSC 00046-01631|HIC  11738|HIP  11738|HR   737|IRAS 02288+0202|IRC +00033|2MASS J02313009+0216018|PLX  508|PLX  508.00|PPM 145672|ROT   343|SAO 110589|SKY#  3729|TYC   46-1631-1|UBV    2549|UBV M   9000|WEB  2437|YZ   2   705" "" "" "HD 15694" "02 31 30.0947" "+02 16 01.855" Star K2III 7.100 0.0000850 5.269000053405762 "" "" ""
"CD-47   765" "" "L  297-46|CD-47   765|CF   651|Gaia DR1 4945314267617301376|GJ  9084|GJ   101.1|HIC  11711|HIP  11711|LEHPM 2546|LTT  1245|2MASS J02310808-4641264|NLTT  8242|PLX  512.1|PLX  512.10|TYC 8050-634-1" "" "" "" "02 31 08.0858" "-46 41 26.859" "High proper-motion Star" "" 15.240 0.0001170 11.399999618530273 "" "" ""
"*  79 Cet" "" "LTT  1267|*  79 Cet|** MUG    2A|AGKR  2269|BD-04   426|FK5 4237|Gaia DR1 2495335110887352832|GC  3106|GCRV  1458|GEN# +1.00016141|GJ  9085|HD  16141|HIC  12048|HIP  12048|IRAS 02328-0346|2MASS J02351994-0333376|NLTT  8417|PLX  519|PLX  519.00|PPM 184793|SAO 129992|SKY#  3838|SPOCS  128|SRS   4521|TYC 4701-1095-1|UBV    2584|UBV M   9035|uvby98 100016141|WDS J02353-0334A|WEB  2480|YZ  93   622" "" "" "HD 16141" "02 35 19.9292" "-03 33 38.173" "High proper-motion Star" G2V 26.810 -0.0001680 6.78000020980835 "" "" ""
"CD-48   698" "" "L  297-72|CD-48   698|CF   676|CSI-47-02341|GJ  9086|HIC  12101|HIP  12101|LTT  1273|2MASS J02355587-4740317|NLTT  8472|NSV   873|PLX  527.00|PLX  527|RAVE J023555.9-474032|TYC 8053-192-1|UBV M  43001" "" "" "" "02 35 55.9074" "-47 40 31.864" "High proper-motion Star" G0 12.800 0.0001450 12.468999862670898 "" "" ""
"V* FT Cet" "" "V* FT Cet|BD-03   410|Ci 18  338|Cl* Melotte   25    EGG      16|1E 0234.2-0321|2E   602|2E 0234.2-0321|Gaia DR1 2495489557911665152|GC  3141|GEN# +1.00016287|G  75-28|GJ  9087|GSC 04701-00732|HD  16287|HIC  12158|HIP  12158|LTT  1274|2MASS J02364174-0309222|NLTT  8480|PLX  526.1|PLX  526.10|PPM 184820|SAO 130011|SBC9 2703|SPOCS  130|TYC 4701-732-1|UBV    2599|UBV M   9057|uvby98 100016287|YZC 17   631|YZ  93   631" "" "" "HD 16287" "02 36 41.7624" "-03 09 22.092" "Variable of BY Dra type" K1V 41.530 0.0000920 8.100000381469727 24.1300 pc ST-L
"* lam02 For" "" "LTT  1280|* lam02 For|CD-35   903|CPC 17   929|CPD-35   236|GC  3153|GCRV  1481|GEN# +1.00016417|GJ  9088|GJ   105.1|HD  16417|HIC  12186|HIP  12186|HR   772|IRAS 02349-3447|2MASS J02365859-3434404|N30  528|NLTT  8516|PLX  529|PLX  529.00|PPM 278138|SAO 193811|SKY#  3894|SPOCS  131|SRS  40456|TD1  1546|TYC 7014-630-1|UBV    2610|UBV M   9067|uvby98 100016417|WEB  2504" "" "" "HD 16417" "02 36 58.6078" "-34 34 40.712" "High proper-motion Star" G1V 38.790 0.0000390 5.789999961853027 "" "" ""
"HD  16397" "" "LHS  1428|AG+30  265|ASCC  556852|BD+30   421|Ci 18  340|Ci 20  176|Gaia DR1 132922434583016704|GC  3164|GCRV  1489|GEN# +1.00016397|G  36-28|G  74-36|GJ  9089|HD  16397|HIC  12306|HIP  12306|LAL  4855|LFT  219|LSPM J0238+3048|LTT 10869|2MASS J02382793+3049006|NLTT  8539|PLX  528|PLX  528.00|PPM  67562|SAO  55739|SKY#  3932|SPOCS  133|TYC 2324-1230-1|UBV    2607|UBV M   9064|UCAC2  42529737|USNO-B1.0 1208-00034157|uvby98 100016397|WEB  2524" "" "" "HD 16397" "02 38 27.8623" "+30 48 59.858" "High proper-motion Star" G0V 29.200 -0.0003320 7.369999885559082 "" "" ""
"HD  16623" "" "LTT  1293|CD-26   957|CPD-26   242|Gaia DR1 5070653301784412672|GCRV 53299|GEN# +1.00016623|GJ  9090|GJ   105.3|HD  16623|HIC  12364|HIP  12364|2MASS J02390966-2619072|NLTT  8607|PLX  538|PLX  538.00|PPM 245246|SAO 167952|SPOCS  135|TYC 6436-1834-1|UBV    2637|UBV M   9088|uvby98 100016623|WEB  2534|YZ 116  1202" "" "" "HD 16623" "02 39 09.6723" "-26 19 07.377" "High proper-motion Star" F7wG3V 14.660 0.0000580 8.829999923706055 "" "" ""
"* eps Cet" "" "* eps Cet|*  83 Cet|** FIN  312|BD-12   501|CCDM J02396-1152AB|CSI-12   501  3|CSI-12   501  2|CSI-12   501  1|GC  3199|GCRV  1498|GEN# +1.00016620|GJ  9091|GJ   105.4|HD  16620|HIC  12390|HIP  12390|HR   781|IDS 02347-1218 AB|IRAS 02371-1205|LTT  1298|2MASS J02393381-1152192|N30  535|NLTT  8615|PLX  537|PPM 211811|ROT   360|1RXS J023933.9-115210|SAO 148528|SBC7    93|SBC9 135|SKY#  3964|TD1  1569|TYC 5288-1093-1|UBV    2636|UCAC3 157-6561|USNO-B1.0 0781-00037770|uvby98 100016620|WDS J02396-1152AB|WEB  2539|YZC 11   620" "" "" "HD 16620" "02 39 33.8285" "-11 52 19.713" "Spectroscopic binary" F5V 35.100 0.0000520 4.869999885559082 "" "" ""
"HD  16619" "" "CCDM J02399+0009AB|** A 1928|ADS  2028 AB|AG-00  285|AGKR  2327|ASCC 1098457|BD-00   407|CSI-00   407  1|CSI-00   407  2|CSI-00   407  3|GC  3203|GCRV  1499|GEN# +1.00016619J|GJ  9092|GJ  9092 A|GJ  9092 B|GPM  39.965528+00.146694|GSC 00046-01377|HD  16619|HIC  12421|HIP  12421|LSPM J0239+0008|2MASS J02395175+0008465|NLTT  8622|PLX  536.1|PPM 145792|Pul -3  230054|SAO 130042|SKY#  3978|SRS   4563|TYC   46-1377-1|UBV    2635|USNO-B1.0 0901-00027547|uvby98 100016619|WDS J02399+0009AB|WEB  2543|YZ  90   544|[AKS95]  250" "" "" "HD 16619" "02 39 51.7583" "+00 08 46.643" "Double or multiple star" G4V 14.240 0.0001360 7.809999942779541 "" "" ""
"HD  16619" "" "CCDM J02399+0009AB|** A 1928|ADS  2028 AB|AG-00  285|AGKR  2327|ASCC 1098457|BD-00   407|CSI-00   407  1|CSI-00   407  2|CSI-00   407  3|GC  3203|GCRV  1499|GEN# +1.00016619J|GJ  9092|GJ  9092 A|GJ  9092 B|GPM  39.965528+00.146694|GSC 00046-01377|HD  16619|HIC  12421|HIP  12421|LSPM J0239+0008|2MASS J02395175+0008465|NLTT  8622|PLX  536.1|PPM 145792|Pul -3  230054|SAO 130042|SKY#  3978|SRS   4563|TYC   46-1377-1|UBV    2635|USNO-B1.0 0901-00027547|uvby98 100016619|WDS J02399+0009AB|WEB  2543|YZ  90   544|[AKS95]  250" "" "" "HD 16619" "02 39 51.7583" "+00 08 46.643" "Double or multiple star" G4V 14.240 0.0001360 7.809999942779541 "" "" ""
"HD  16619" "" "CCDM J02399+0009AB|** A 1928|ADS  2028 AB|AG-00  285|AGKR  2327|ASCC 1098457|BD-00   407|CSI-00   407  1|CSI-00   407  2|CSI-00   407  3|GC  3203|GCRV  1499|GEN# +1.00016619J|GJ  9092|GJ  9092 A|GJ  9092 B|GPM  39.965528+00.146694|GSC 00046-01377|HD  16619|HIC  12421|HIP  12421|LSPM J0239+0008|2MASS J02395175+0008465|NLTT  8622|PLX  536.1|PPM 145792|Pul -3  230054|SAO 130042|SKY#  3978|SRS   4563|TYC   46-1377-1|UBV    2635|USNO-B1.0 0901-00027547|uvby98 100016619|WDS J02399+0009AB|WEB  2543|YZ  90   544|[AKS95]  250" "" "" "HD 16619" "02 39 51.7583" "+00 08 46.643" "Double or multiple star" G4V 14.240 0.0001360 7.809999942779541 "" "" ""
"BD+00   444" "" "G  75-34|AG+00  230|ASCC 1098483|BD+00   444|Gaia DR1 2501948398450800896|GCRV 53320|GEN# +0.00000444|GJ   105.5|GJ  9093|GPM1 102|GPM  40.177945+01.198119|HIC  12493|HIP  12493|HR  9602|JP11     1|LSPM J0240+0111|LTT 10877|2MASS J02404288+0111554|MCC 397|NLTT  8662|PLX  539.02|PPM 145804|Pul -3  230109|SAO 110676|StKM 2-228|TYC   47-611-1|UBV    2655|UCAC2  32139448|UCAC4 456-003457|USNO-B1.0 0911-00027849|VVO  50|WEB  2557|YZC 21   547|YZ   0   547|[AKS95]  251|[HFE83]  164|[RHG95]   481" "" "" "" "02 40 42.8731" "+01 11 55.240" "High proper-motion Star" K7V 41.890 0.0002420 9.508999824523926 23.3000 pc ST-L
"HD  16784" "" "LHS  1432|CD-30   990|Ci 20  178|Ci 18  345|CPC 17   953|CPD-30   324|Gaia DR1 5065735495510674560|GC  3231|GCRV  1513|GEN# +1.00016784|GJ  9094|HD  16784|HIC  12483|HIP  12483|LFT  222|LPM 123|LTT  1310|2MASS J02403873-3008075|NLTT  8680|PLX  545|PLX  545.00|PM 02385-3021|PPM 278211|RAVE J024038.7-300807|SAO 193849|SKY#  4001|TYC 7011-564-1|UBV    2685|UBV M   9104|uvby98 100016784|WEB  2550" "" "" "HD 16784" "02 40 38.7787" "-30 08 07.462" "High proper-motion Star" F8V 17.700 0.0001340 8.020000457763672 7697.0000 kpc ST-L
"*  12 Per" "" "*  12 Per|** MCA    8|AG+39  304|ASCC  384282|BD+39   610|CSV 100211|1E 0239.0+3959|FK5 2187|GC  3245|GCRV  1518|GEN# +1.00016739|GJ  9095|GJ   105.6|GSC 02849-02054|HD  16739|HIC  12623|HIP  12623|HR   788|IRAS 02390+3958|JP11   681|LSPM J0242+4011|2MASS J02421491+4011382|N30  542|NLTT  8706|NSV   896|PLX  541|PLX  541.00|PMC 90-93  1209|PPM  45381|ROT   364|SAO  55793|SBC7    94|SBC9 136|SKY#  4049|SV* ZI   143|TYC 2849-2054-1|UBV    2671|UBV M   9099|USNO-B1.0 1301-00046260|uvby98 100016739|WDS J02422+4012AB|WEB  2571|YPAC 300" "" "" "HD 16739" "02 42 14.9156" "+40 11 38.189" "Spectroscopic binary" F9V 41.340 -0.0000770 4.920000076293945 24.3000 pc paral
"BD+48   739" "" "G 134-46|AG+48  307|ASCC  308640|BD+48   739|Gaia DR1 438448025562665216|GCRV  1526|GEN# +0.04800739|G  78-2|G 174-9|GJ  9096|HIC  12680|HIP  12680|LSPM J0242+4857|LTT 10887|2MASS J02425688+4857467|MCC 877|NLTT  8738|PLX  544|PLX  544.00|PPM  45404|TYC 3304-34-1|UBV    2676|UBV M   3699|UCAC2  47880868|USNO-B1.0 1389-00065192|VVO 255|WEB  2577|[SMM2006] SPG 245" "" "" "" "02 42 56.8953" "+48 57 46.524" "High proper-motion Star" K8 27.570 -0.0003210 9.8100004196167 "" "" ""
"BD+02   418" "" "LTT 10888|ASCC 1098543|BD+02   418|DO   474|GEN# +0.00200418|GJ  9097|GJ   106.1 C|GSC 00050-00027|LSPM J0242+0322|2MASS J02423253+0322259|MCC 399|NLTT  8754|PLX  548|PLX  548.00|StKM 2-229|TYC   50-27-1|UBV M    174|UCAC2  32812452|UCAC4 467-003591|USNO-B1.0 0933-00043670|[R78b] 163|[RHG95]   487" "" "" "" "02 42 32.5410" "+03 22 26.063" "High proper-motion Star" K5V 41.500 "" 10.126999855041504 "" "" ""
"* gam Cet A" "" "LTT 10892|* gam Cet A|*  86 Cet A|ADS  2080 A|ASCC 1098565|BD+02   422A|CCDM J02433+0314A|CSI+02   422  1|GJ  9098 A|GJ   106.1 A|HD  16970A|LSPM J0243+0314E|NLTT  8785|PMSC 02381+0248A|TYC   50-1721-1|WDS J02433+0314A" "" "" "HD 16970A" "02 43 18.120" "+03 14 10.20" "High proper-motion Star" A2Vn "" "" 3.5399999618530273 "" "" ""
"* gam Cet B" "" "LTT 10893|* gam Cet B|*  86 Cet B|** STF  299B|ADS  2080 B|ASCC 1098564|BD+02   422B|CCDM J02433+0314B|CSI+02   422  2|GCRV  1536|GJ  9098 B|GJ   106.1 B|HD  16970B|LSPM J0243+0314W|NLTT  8786|PMSC 02381+0248B|TYC   50-1721-2|WDS J02433+0314B|WEB  2584" "" "" "HD 16970B" "02 43 17.972" "+03 14 11.30" "High proper-motion Star" F4V "" -0.0000420 6.11899995803833 "" "" ""
"* mu. Cet" "" "*  87 Cet|* mu. Cet|** TOK    1|AG+09  255|ASCC  918632|BD+09   359|CCDM J02449+1007AB|FK5   98|GC  3309|GCRV  1553|GEN# +1.00017094|GJ  9099|HD  17094|HIC  12828|HIP  12828|HR   813|IRAS 02422+0954|JP11   694|LSPM J0244+1006|LTT 10901|2MASS J02445655+1006510|N30  559|NLTT  8864|NSV   909|PLX  558|PLX  558.00|PMC 90-93    70|PPM 118503|Renson 4320|ROT   373|SAO 110723|SBC7    99|SBC9 143|SKY#  4126|SRS  30098|TD1  1630|TYC  643-937-1|UBV    2720|UBV M   9131|USNO-B1.0 1001-00024827|uvby98 100017094|WDS J02449+1007Aa,Ab|WEB  2606|YZ   9  1007" "" "" "HD 17094" "02 44 56.5409" "+10 06 50.908" "Variable Star of delta Sct type" A9IIIp 38.800 0.0001010 4.199999809265137 "" "" ""
"HD  17230" "" "G  76-29|AG+11  268|ASCC  918683|BD+11   383|Gaia DR1 25488741116165120|GCRV 53411|GEN# +1.00017230|G   4-41|GJ  9100|GJ   112.1|HD  17230|HIC  12929|HIP  12929|LSPM J0246+1146|LTT 10908|2MASS J02461726+1146309|MCC 402|NLTT  8926|PLX  561.02|PPM 118527|SAO  93097|StKM 2-238|Tou  451|TYC  643-708-1|UBV M   9141|UCAC4 509-004018|USNO-B1.0 1017-00024707|WEB  2622|YZC 19   811|YZ  11   811|[HFE83]  173" "" "" "HD 17230" "02 46 17.2768" "+11 46 30.855" "High proper-motion Star" K6V 62.290 0.0000370 8.574000358581543 16.0100 pc ST-L
"BD-12   525" "" "LTT  1353|BD-12   525|Gaia DR1 5172403619646936576|GEN# -0.01200525|GJ  9101|HIC  13079|HIP  13079|2MASS J02480653-1145470|MCC 404|NLTT  9014|NSV   936|PPM 212008|StKM 2-240|TYC 5289-493-1|UBV M   5353|UCAC4 392-003025" "" "" "" "02 48 06.5315" "-11 45 47.383" "High proper-motion Star" M1V 35.130 "" 10.802000045776367 "" "" ""
"V* VY Ari" "" "V* VY Ari|AG+30  283|ASCC  557362|BD+30   448|CABS  22|CCABS  22|Ci 18  359|2E   669|2E 0245.7+3054|1ES 0245+30.9|2EUVE J0248+31.1|EUVE J0248+31.1|Gaia DR1 130173896032496128|GC  3368|GEN# +1.00017433|GJ   113.1|GJ  9102|HD  17433|HIC  13118|HIP  13118|IRAS 02457+3054|LSPM J0248+3106|LTT 10917|2MASS J02484368+3106550|NLTT  9013|PLX  571|PLX  571.00|PPM  67773|2RE J024842+310654|2RE J0248+310|RE J0248+310|RE J024842+310651|1RXP J024843+3106.8|RX J0248.7+3106|1RXS J024843.0+310701|SAO  55899|SKY#  4216|SV* SVS  2316|TYC 2325-639-1|UBV M   9156|USNO-B1.0 1211-00035354|[FS2003] 0098|[GKL99]  79|[LH98]  10" "" "" "HD 17433" "02 48 43.7264" "+31 06 54.704" "Variable of RS CVn type" K0 23.040 -0.0000090 6.760000228881836 "" "" ""
"CD-53   570" "" "LHS  1452|CD-53   570|Ci 20  188|CSI-53   570 21|GALEX 6384602480525707890|GJ   114.1|GJ  9103 A|HIC  13218|HIP  13218|LFT  233|LPM 131|LTT  1363|2MASS J02500975-5308204|NLTT  9133|NSV   964|PLX  596|PM J02501-5308|PM 02486-5321|UBV M  43002|UCAC4 185-002678|[RHG95]   509" "" "" "" "02 50 09.7317" "-53 08 20.289" "High proper-motion Star" M1.5 77.190 -0.0000170 10.717000007629395 12.9600 pc ST-L
"HD  18168" "" "LHS  1466|** LDS   81A|CCDM J02540-3554A|CD-36  1091|Ci 18  378|Ci 20  193|CPC 18   934|CPD-36   296|CSI-36  1091 21|Gaia DR1 5049234883994756480|GCRV 53560|GEN# +1.00018168|GJ   118.1 A|GJ  9104 A|HD  18168|HIC  13513|HIP  13513|IDS 02500-3618 A|LFT  238|LPM 133|LTT  1385|2MASS J02540274-3554166|NLTT  9274|PLX  604|PM 02520-3606|PPM 278474|1RXS J025402.6-355425|SAO 193970|TYC 7018-792-1|UBV    2829|UBV M   9222|uvby98 100018168 A|WDS J02540-3554A|WEB  2697" "" "" "HD 18168" "02 54 02.7861" "-35 54 16.875" "High proper-motion Star" K3V 34.950 0.0000130 8.25 "" "" ""
"L  442-13" "" "LHS  1467|** LDS   81B|CCDM J02540-3554B|CSI-36  1091 22|DENIS J025402.2-355452|GJ  9104 B|GJ   118.1 B|IDS 02500-3618 B|LFT  239|L  442-13|LP  942-54|LPM 134|LTT  1386|2MASS J02540226-3554526|NLTT  9275|PM J02540-3554S|RAVE J025402.3-355453|UCAC3 109-6535|UCAC4 271-002823|WDS J02540-3554B|[RHG95]   521" "" "" "" "02 54 02.2572" "-35 54 52.773" "High proper-motion Star" M3 "" 0.0001210 12.970000267028809 "" "" ""
"HD  18143A" "" "NLTT  9305A|** LDS  883A|ADS  2218 A|CCDM J02556+2652A|GEN# +1.00018143A|GJ   118.2 A|GJ  9105 A|HD  18143A|2MASS J02553900+2652241|PLX  603.00A|PMSC 02497+2628A|TYC 1789-1429-1|WDS J02556+2652A" "" "" "HD 18143A" "02 55 39.008" "+26 52 24.19" "High proper-motion Star" "" "" "" 7.679999828338623 "" "" ""
"HD  18143B" "" "NLTT  9305B|** STF  326B|ADS  2218 B|BD+26   484B|CCDM J02556+2652B|CSI+26   484  2|GCRV  1628|GEN# +1.00018143B|GJ   118.2 B|GJ  9105 B|HD  18143B|PLX  603.00B|PM J02556+2652S|PMSC 02497+2628B|TYC 1789-1493-1|TYC 1789-1429-2|UBV    2820|UCAC4 585-006743|WDS J02556+2652B|WEB  2708|[RHG95]   523" "" "" "HD 18143B" "02 55 38.795" "+26 52 19.56" "High proper-motion Star" K7.5Ve "" 0.0000900 10.020000457763672 "" "" ""
"HD  18143C" "" "G  37-13|** LDS  883C|ADS  2218|ASCC  655279|CCDM J02556+2652C|CSI+26-02526|GEN# +9.80036043|GEN# +1.00018143C|G  36-43|GJ  9105 C|GJ   118.2 C|HD  18143C|L 1378-26|LP  354-326|LSPM J0255+2652W|LTT 10951|2MASS J02553573+2652208|NLTT  9303|PLX  603.00C|PM J02555+2652|PMSC 02497+2628C|UBV    2822|UCAC2  41142277|UCAC3 234-15289|UCAC4 585-006740|USNO-B1.0 1168-00035214|WDS J02556+2652C|[RHG95]   524" "" "" "HD 18143C" "02 55 35.827" "+26 52 20.50" "High proper-motion Star" M4.0V 62.900 0.0001080 13.756999969482422 "" "" ""
"HD  18257" "" "HD  18257|AG+13  235|BD+13   476|Ci 18  381|Gaia DR1 32138415642843648|GJ  9106|GSC 00647-00691|HIC  13678|HIP  13678|2MASS J02561199+1354468|PLX  608|PLX  608.00|PMC 90-93  5858|PPM 118680|SAO  93193|TYC  647-691-1|YZ  13   874" "" "" "HD 18257" "02 56 11.9863" "+13 54 46.824" "High proper-motion Star" K0 24.530 0.0000100 9.0 "" "" ""
"* eps For" "" "LHS  1489|* eps For|AKARI-IRC-V1 J0301377-280532|CD-28   987|Ci 20  202|CPD-28   302|FK5 2215|GC  3641|GCRV  1686|GEN# +1.00018907|GJ  9107|HD  18907|HIC  14086|HIP  14086|HR   914|IRAS 02594-2817|LFT  251|LPM 140|LTT  1446|2MASS J03013762-2805289|NLTT  9665|PLX  630|PLX  630.00|PM 02595-2817|PPM 245710|RAVE J030137.6-280530|SACS  64|SAO 168238|SKY#  4542|SPOCS  147|SRS  40546|TD1  1858|TYC 6444-112-1|UBV    2951|UBV M   9299|uvby98 100018907|WEB  2773|YZ 118  1169" "" "" "HD 18907" "03 01 37.6369" "-28 05 29.596" "High proper-motion Star" G9:V 31.060 0.0001360 5.849999904632568 125.2700 kpc ST-L
"LP  771-72" "" "LP  771-72|CSI-18-03003|Gaia DR1 5152365363828101632|GJ  9108|GJ   121.1|HIC  14165|HIP  14165|LTT  1450|2MASS J03023801-1809587|NLTT  9712|PLX  632.1|PLX  632.10|PM J03026-1809|TYC 5868-119-1|UCAC4 360-003457|[RHG95]   543" "" "" "" "03 02 38.0543" "-18 09 58.762" "High proper-motion Star" M2.5V 52.470 0.0001370 11.791999816894531 19.5800 pc ST-L
"HD  19034" "" "LHS  6054|BD-06   594|Ci 20  204|GCRV  1698|GEN# +1.00019034|G  75-62|G  77-17|GJ  9109|GJ   121.2|HD  19034|HERZ 10941|HIC  14241|HIP  14241|LTT  1452|2MASS J03033892-0539583|NLTT  9762|PLX  634|PLX  634.00|PPM 185343|SAO 130263|SPOCS  149|TYC 4713-839-1|uvby98 100019034|WEB  2790|YZC 16   691|YZ  95   691" "" "" "HD 19034" "03 03 38.9589" "-05 39 58.673" "High proper-motion Star" G5V 28.540 -0.0000680 8.09000015258789 "" "" ""
"* bet Per" "NAME Algol C" "V* bet Per|* bet Per|*  26 Per|* bet Per B|* bet Per C|* bet Per A|** LAB    2|** BU  526A|ADS  2362 A|AG+40  360|BD+40   673|CCDM J03082+4057A|CEL    301|CSI+40   673  1|1E 0304.8+4045|2E   724|2E 0304.9+4045|1ES 0304+40.7|2EUVE J0308+40.9|EUVE J0308+40.9|FK5  111|GAT 1267|GC  3733|GCRV  1731|GEN# +1.00019356|GJ  9110|GJ  9110 A|HD  19356|H 0307+40|HIC  14576|HIP  14576|HR   936|IDS 03017+4034 A|IRAS 03048+4045|IRC +40055|JP11   752|2MASS J03081012+4057204|2MAXI J0308+410|N30  636|NAME Algol C|NAME Algol B|NAME Algol A|NAME Algol|PLX  646|PMC 90-93    80|PMSC 03017+4034A|PPM  45864|RAFGL  443|2RE J0308+405|2RE J030809+405736|RE J030810+405734|RE J0308+405|ROT   417|RX J0308.1+4057|1RXS J030810.0+405727|SAO  38592|SBC7   114|SBC7   113|SBC9 158|SBC9 157|SKY#  4684|TD1  1905|TYC 2851-2168-1|UBV   21464|UBV M   9337|WDS J03082+4057A|WDS J03082+4057Aa,Ab|WEB  2834|WEB  2833|1XRS 03049+407|XSS J03089+4101|[B10]   708|[BM83] X0304+407|AAVSO 0301+40" "" "" "HD 19356" "03 08 10.1324" "+40 57 20.328" "Eclipsing binary of Algol type" B8V 36.270 0.0000130 2.119999885559082 "" "" ""
